,mjd,dm,width,bw,peakf,fluence,E
1074,58750.861199054,565.6,5.08,0.2,15.83,0.0804,8.608e+37
1075,58750.862087195994,562.3,2.18,0.22,11.52,0.0251,2.688e+37
1076,58750.865324115,564.6,5.54,0.4,25.33,0.1403,1.502e+38
1077,58750.865936780996,564.8,3.2,0.12,34.98,0.1119,1.1979999999999999e+38
1078,58750.865936809,567.4,2.8,0.15,30.65,0.0858,9.186999999999999e+37
1079,58750.866604599,566.2,8.54,0.3,7.72,0.0659,7.057999999999999e+37
1080,58750.868845174,566.6,1.48,0.1,16.99,0.0251,2.692e+37
1081,58750.8688452,566.1,4.68,0.14,12.62,0.0591,6.322e+37
1082,58750.872682548,566.3,2.21,0.13,10.79,0.0238,2.553e+37
1083,58750.875306872,569.2,4.17,0.04,12.83,0.0535,5.727e+37
1084,58750.875314446,566.3,3.3,0.05,12.47,0.0411,4.405e+37
1085,58750.875896262005,563.3,4.87,0.12,9.65,0.047,5.031e+37
1086,58750.876219105994,565.2,3.82,0.15,12.51,0.0478,5.115999999999999e+37
1087,58750.876219130994,567.2,2.4,0.12,13.81,0.0331,3.548e+37
1088,58750.877520714006,566.1,3.15,0.2,10.02,0.0316,3.379e+37
1089,58750.877828608,567.4,4.15,0.3,11.06,0.0459,4.913e+37
1090,58750.882609780994,567.0,3.01,0.45,132.69,0.3994,4.2750000000000005e+38
1091,58750.882609805,567.7,5.99,0.45,91.33,0.5471,5.856e+38
1092,58750.885433429,567.7,6.22,0.15,15.56,0.0968,1.036e+38
1093,58750.8854335,565.7,6.56,0.1,16.45,0.1079,1.155e+38
1094,58750.885898927,566.3,10.96,0.18,3.74,0.041,4.388e+37
1095,58750.886283544,569.8,8.86,0.1,5.757,0.051,5.458e+37
1096,58750.88943934,566.9,3.04,0.15,10.71,0.0326,3.4849999999999997e+37
1097,58750.889771748,567.5,3.69,0.4,20.66,0.0762,8.160999999999999e+37
1098,58750.889771824004,565.7,9.38,0.4,7.34,0.0688,7.37e+37
1099,58750.89033694,565.9,11.59,0.15,6.21,0.072,7.705e+37
1100,58750.891145074005,568.8,61.56,0.05,17.99,1.1075,1.1859999999999999e+39
1101,58750.893738980994,566.4,3.17,0.12,14.79,0.0469,5.019e+37
1102,58750.893739005,566.4,3.4,0.19,14.86,0.0505,5.409e+37
1103,58750.895322437995,565.1,2.33,0.22,17.83,0.0415,4.447e+37
1104,58750.895325082995,567.7,5.45,0.17,20.26,0.1104,1.1819999999999999e+38
1105,58750.895325157995,566.1,2.1,0.17,17.38,0.0365,3.9069999999999997e+37
1106,58750.896021062,566.0,4.02,0.11,8.469,0.034,3.641e+37
1107,58750.896228059006,568.9,10.1,0.17,10.383,0.1048,1.1220000000000002e+38
1108,58750.896461872995,566.0,2.78,0.28,22.971,0.064,6.846e+37
1109,58751.886061116,565.3,2.56,0.2,47.41,0.1214,1.2989999999999998e+38
1110,58751.88615029099,566.0,1.75,0.22,62.56,0.1095,1.1719999999999998e+38
1111,58751.88615031,566.1,1.5,0.21,61.32,0.092,9.846e+37
1112,58751.886892685,564.1,4.91,0.21,9.69,0.0476,5.0929999999999995e+37
1113,58751.887993753,568.3,4.27,0.4,9.66,0.0413,4.416e+37
1114,58751.888732152,565.5,4.18,0.25,14.72,0.0615,6.587e+37
1115,58751.888732185995,566.9,1.55,0.26,10.06,0.0156,1.669e+37
1116,58751.888923234,565.7,1.17,0.1,9.56,0.0112,1.197e+37
1117,58751.88985822401,566.2,8.05,0.05,7.78,0.0626,6.703999999999999e+37
1118,58751.892093079005,565.8,4.92,0.05,7.88,0.0388,4.15e+37
1119,58751.895291149005,565.8,2.33,0.19,17.82,0.0415,4.445e+37
1120,58751.895291175,566.8,4.27,0.19,12.89,0.055,5.892e+37
1121,58751.896068951,566.0,3.65,0.11,7.474,0.0273,2.922e+37
1122,58751.897877857,565.3,4.98,0.15,12.58,0.0626,6.706e+37
1123,58751.899080043,569.0,16.18,0.06,6.12,0.099,1.06e+38
1124,58751.901850106,566.0,6.08,0.19,13.82,0.084,8.994999999999999e+37
1125,58751.901850108,569.2,3.95,0.11,13.89,0.0549,5.873e+37
1126,58751.902929247,565.7,3.86,0.16,13.55,0.0523,5.599e+37
1127,58751.902929312004,567.8,3.2,0.15,11.89,0.0381,4.0730000000000004e+37
1128,58751.904052686,566.0,4.5,0.1,10.0,0.045,4.817e+37
1129,58751.904230597,565.1,6.83,0.2,8.98,0.0613,6.566e+37
1130,58751.904324392,567.2,2.43,0.1,5.25,0.0128,1.366e+37
1131,58751.905181385,562.4,5.74,0.4,13.82,0.0793,8.492000000000001e+37
1132,58751.907251453,566.9,3.44,0.1,6.69,0.023,2.464e+37
1133,58751.907359175,566.0,6.15,0.05,7.23,0.0445,4.76e+37
1134,58751.90994421599,561.5,7.15,0.1,4.929,0.0353,3.7739999999999997e+37
1135,58751.910802356,564.4,3.36,0.1,11.86,0.0398,4.2659999999999995e+37
1136,58751.911106877,564.4,4.41,0.05,6.4,0.0282,3.021e+37
1137,58751.91313818,566.2,1.97,0.1,23.13,0.0456,4.878e+37
1138,58751.913168389,568.5,6.82,0.16,11.71,0.0799,8.549e+37
1139,58751.913168401,565.5,4.8,0.15,16.23,0.0779,8.339e+37
1140,58751.913565924006,567.8,3.03,0.04,13.74,0.0416,4.456999999999999e+37
1141,58751.91377659,564.5,3.57,0.4,11.7,0.0418,4.471e+37
1142,58751.914470327996,566.9,3.82,0.13,5.64,0.0215,2.306e+37
1143,58751.917041688,567.8,5.82,0.12,6.32,0.0368,3.9369999999999995e+37
1144,58751.917680922,565.5,14.64,0.36,4.73,0.0693,7.4129999999999995e+37
1145,58751.917745155995,562.9,3.1,0.1,7.52,0.0233,2.496e+37
1146,58751.919463323,566.1,6.39,0.13,7.52,0.0481,5.144e+37
1147,58751.919614615,570.0,4.54,0.15,11.95,0.0542,5.808e+37
1148,58751.91990215,568.8,4.51,0.3,17.55,0.0791,8.4730000000000005e+37
1149,58751.91990216,564.2,3.41,0.06,12.45,0.0425,4.545e+37
1150,58751.92081464599,565.1,5.94,0.3,6.95,0.0413,4.419e+37
1151,58751.921799633,567.5,1.34,0.1,3.21,0.0043,4.6050000000000005e+36
1152,58751.921804107995,566.5,2.47,0.12,3.57,0.0088,9.439e+36
1153,58751.921804174,568.4,10.98,0.12,6.15,0.0675,7.229e+37
1154,58752.850066487,566.0,3.21,0.11,13.391,0.043,4.607999999999999e+37
1155,58752.85089081401,564.5,5.41,0.35,19.38,0.1048,1.1220000000000002e+38
1156,58752.850890877,565.5,3.21,0.305,15.4,0.0494,5.291999999999999e+37
1157,58752.85209868,566.0,3.41,0.3,10.29,0.0351,3.7559999999999994e+37
1158,58752.85275421,569.0,8.51,0.1,7.586,0.0646,6.913999999999999e+37
1159,58752.852832819,564.2,4.25,0.25,9.61,0.0408,4.372e+37
1160,58752.852931112,565.5,5.83,0.25,15.42,0.0899,9.622999999999999e+37
1161,58752.853518727,566.0,2.86,0.25,47.32,0.1353,1.4490000000000001e+38
1162,58752.853519175995,565.3,3.62,0.32,30.52,0.1105,1.183e+38
1163,58752.853611862,567.4,2.16,0.3,76.84,0.166,1.7769999999999998e+38
1164,58752.854053637995,564.1,3.63,0.06,16.49,0.0599,6.408e+37
1165,58752.855229355,555.4,7.08,0.105,3.08,0.0218,2.333e+37
1166,58752.855529045,567.2,6.24,0.45,37.61,0.2347,2.512e+38
1167,58752.856016442005,561.5,6.57,0.15,6.037,0.0396,4.2439999999999997e+37
1168,58752.856380724006,567.4,5.01,0.3,18.13,0.0908,9.723000000000001e+37
1169,58752.856622659005,565.6,1.58,0.2,9.73,0.0154,1.6459999999999998e+37
1170,58752.856622689,569.0,5.11,0.2,10.91,0.0558,5.9679999999999995e+37
1171,58752.857616458,566.4,4.41,0.13,12.82,0.0565,6.051999999999999e+37
1172,58752.859493919,565.1,7.98,0.05,7.31,0.0583,6.245e+37
1173,58752.859569824,561.9,4.0,0.17,4.628,0.0185,1.982e+37
1174,58752.859591869004,567.1,6.42,0.22,10.8,0.0693,7.422e+37
1175,58752.86034812,563.7,5.25,0.22,9.88,0.0519,5.553e+37
1176,58752.862099329,566.6,6.27,0.2,8.77,0.055,5.886e+37
1177,58752.862715898,566.4,3.24,0.45,252.76,0.8189,8.766999999999999e+38
1178,58752.862715972995,567.7,5.12,0.45,90.75,0.4646,4.9740000000000004e+38
1179,58752.862716104006,565.8,4.77,0.45,46.81,0.2233,2.39e+38
1180,58752.863095467,567.1,4.77,0.45,17.27,0.0824,8.817999999999999e+37
1181,58752.863095545,565.1,3.85,0.45,7.79,0.03,3.2109999999999995e+37
1182,58752.863096753,567.5,6.26,0.45,13.96,0.0874,9.355e+37
1183,58752.863096849,566.4,14.13,0.45,8.56,0.121,1.295e+38
1184,58752.865429661,562.8,5.11,0.17,5.503,0.0281,3.0119999999999997e+37
1185,58752.869664975995,564.4,3.69,0.45,86.61,0.3196,3.421e+38
1186,58752.869665049,564.7,3.57,0.45,71.14,0.254,2.719e+38
1187,58752.869665082,563.2,3.22,0.45,47.4,0.1526,1.6339999999999998e+38
1188,58752.87052816401,567.3,4.59,0.25,15.08,0.0692,7.41e+37
1189,58752.87064985,566.4,3.5,0.27,51.09,0.1788,1.914e+38
1190,58752.87339094,567.4,4.71,0.2,11.45,0.0539,5.772999999999999e+37
1191,58752.873648703,565.9,1.37,0.1,20.34,0.0279,2.983e+37
1192,58752.873789845,565.7,7.16,0.15,6.68,0.0478,5.12e+37
1193,58752.874643177995,563.7,0.43,0.05,8.65,0.0037,3.9820000000000006e+36
1194,58752.874643224,567.0,8.09,0.05,4.79,0.0387,4.1479999999999993e+37
1195,58752.875076920995,566.0,3.48,0.15,8.37,0.0291,3.118e+37
1196,58752.87507735901,567.5,3.8,0.15,15.29,0.0581,6.22e+37
1197,58752.875077578,567.3,4.63,0.3,10.8,0.05,5.353e+37
1198,58752.878861316,566.4,3.12,0.14,28.86,0.09,9.638999999999999e+37
1199,58752.879848125,564.4,2.22,0.14,12.4,0.0275,2.947e+37
1200,58752.879848155,564.3,2.15,0.45,5.21,0.0112,1.199e+37
1201,58752.881168217005,568.0,3.11,0.45,40.04,0.1245,1.3329999999999999e+38
1202,58752.88309383,568.5,3.61,0.05,9.14,0.033,3.532e+37
1203,58752.884154121,565.2,4.48,0.05,9.32,0.0418,4.47e+37
1204,58752.886664847,564.3,3.15,0.15,23.19,0.0731,7.82e+37
1205,58752.88688548,564.4,2.6,0.22,10.93,0.0284,3.0419999999999995e+37
1206,58752.886990055995,564.3,4.6,0.15,11.18,0.0514,5.505e+37
1207,58752.88847299,563.4,9.9,0.4,6.92,0.0685,7.334e+37
1208,58753.927697099,567.4,5.53,0.07,4.76,0.0263,2.818e+37
1209,58753.928029614006,565.2,3.41,0.11,12.1,0.0413,4.416999999999999e+37
1210,58753.928402207996,565.6,5.82,0.4,8.74,0.0509,5.445e+37
1211,58753.928402262994,563.8,4.38,0.13,7.61,0.0333,3.568e+37
1212,58753.929041225,564.5,2.74,0.14,11.89,0.0326,3.487e+37
1213,58753.929041252995,564.7,2.54,0.14,10.04,0.0255,2.73e+37
1214,58753.929368055,566.3,3.04,0.45,558.92,1.6991,1.819e+39
1215,58753.929368148,565.1,6.23,0.45,33.08,0.2061,2.206e+38
1216,58753.929369222,564.6,4.37,0.45,20.44,0.0893,9.562e+37
1217,58753.929369255995,564.8,4.05,0.205,18.83,0.0763,8.163999999999999e+37
1218,58753.929962987,566.9,3.97,0.4,12.0,0.0476,5.099999999999999e+37
1219,58753.930603042005,567.1,3.92,0.2,10.35,0.0406,4.343e+37
1220,58753.930689700996,567.9,3.5,0.2,15.02,0.0526,5.628e+37
1221,58753.932114294,566.1,5.0,0.15,5.79,0.029,3.099e+37
1222,58753.933387639,565.4,5.3,0.14,11.26,0.0597,6.388e+37
1223,58753.933387640995,564.7,4.9,0.14,8.93,0.0438,4.684e+37
1224,58753.933767266,564.7,3.39,0.16,8.72,0.0296,3.164e+37
1225,58753.934058433,567.4,4.39,0.15,11.51,0.0505,5.409e+37
1226,58753.93443663,569.3,3.28,0.31,8.9,0.0292,3.125e+37
1227,58753.93564009901,563.5,6.0,0.1,10.08,0.0605,6.474e+37
1228,58753.935829568,565.1,7.13,0.45,8.43,0.0601,6.434e+37
1229,58753.935830277005,563.7,10.53,0.15,4.41,0.0464,4.971e+37
1230,58753.936578439,567.8,2.87,0.16,70.43,0.2021,2.164e+38
1231,58753.936681557,566.8,7.14,0.4,6.8,0.0486,5.196999999999999e+37
1232,58753.937992698,567.7,3.26,0.12,7.25,0.0236,2.5299999999999997e+37
1233,58753.938511254004,564.7,6.29,0.3,5.1,0.0321,3.434e+37
1234,58753.939194735,565.5,4.29,0.09,13.33,0.0572,6.122e+37
1235,58753.939194797,566.3,3.45,0.085,12.34,0.0426,4.557e+37
1236,58753.939289805,567.8,2.87,0.1,8.61,0.0247,2.645e+37
1237,58753.940308787,564.1,2.6,0.4,9.72,0.0253,2.705e+37
1238,58753.940524758,568.9,15.73,0.1,5.97,0.0939,1.0049999999999998e+38
1239,58753.940798544005,567.1,7.44,0.12,9.7,0.0722,7.724999999999999e+37
1240,58753.941132301,562.9,4.81,0.3,20.63,0.0992,1.062e+38
1241,58753.94136185099,569.5,2.79,0.25,216.43,0.6038,6.4640000000000004e+38
1242,58753.942148752,567.7,2.21,0.21,54.91,0.1213,1.2989999999999998e+38
1243,58753.94214878,565.2,1.45,0.18,29.88,0.0433,4.638e+37
1244,58753.94251109401,568.0,1.84,0.17,133.38,0.2454,2.6269999999999997e+38
1245,58753.942549935,563.2,4.2,0.21,8.128,0.0342,3.657e+37
1246,58753.945441245,568.0,2.1,0.08,10.31,0.0216,2.318e+37
1247,58753.946301394004,568.1,8.06,0.11,4.8,0.0387,4.141e+37
1248,58753.946776275,567.9,4.74,0.4,15.71,0.0745,7.971e+37
1249,58753.94677674401,567.1,7.23,0.4,8.82,0.0638,6.825999999999999e+37
1250,58753.946885822,565.1,7.47,0.45,176.2,1.3162,1.409e+39
1251,58753.947970664005,567.3,4.27,0.12,12.38,0.0529,5.659e+37
1252,58753.94797071099,567.5,1.78,0.12,3.57,0.0063,6.802e+36
1253,58753.949288479,567.6,2.28,0.04,10.55,0.024,2.5750000000000003e+37
1254,58753.952392832995,565.1,7.42,0.12,9.47,0.0703,7.522e+37
1255,58753.952772196,565.4,3.0,0.3,24.7,0.0741,7.932e+37
1256,58753.952772217,566.3,3.51,0.12,11.87,0.0417,4.46e+37
1257,58753.952825962995,566.8,4.46,0.1,12.2,0.0544,5.825e+37
1258,58753.952826043,566.9,3.3,0.12,12.86,0.0424,4.543e+37
1259,58753.952903531,563.2,2.66,0.12,5.56,0.0148,1.583e+37
1260,58753.95290359,566.9,5.82,0.3,8.88,0.0517,5.532e+37
1261,58754.984296416,566.0,3.49,0.16,27.188,0.0949,1.016e+38
1262,58754.984941175,565.6,2.99,0.1,22.41,0.067,7.173e+37
1263,58754.984941212,565.6,2.7,0.4,23.95,0.0647,6.921999999999999e+37
1264,58754.984941335,565.6,5.11,0.36,12.01,0.0614,6.57e+37
1265,58754.98709574599,569.2,3.92,0.4,8.49,0.0333,3.563e+37
1266,58754.987208332,565.1,2.89,0.3,7.83,0.0226,2.422e+37
1267,58754.98720838,565.1,4.47,0.3,11.42,0.051,5.465e+37
1268,58754.987209118,566.5,5.66,0.2,10.71,0.0606,6.488999999999999e+37
1269,58754.98753714,564.3,4.35,0.18,31.82,0.1384,1.482e+38
1270,58754.987719067,565.6,3.04,0.03,18.37,0.0558,5.978e+37
1271,58754.987733048,567.1,3.41,0.03,14.22,0.0485,5.191e+37
1272,58754.989178262,568.0,7.63,0.1,10.91,0.0832,8.911e+37
1273,58754.989552169005,566.0,3.98,0.2,7.16,0.0285,3.051e+37
1274,58754.98955221401,567.1,7.75,0.2,7.1,0.055,5.89e+37
1275,58754.990572445,566.7,3.59,0.06,14.38,0.0516,5.525999999999999e+37
1276,58754.990710551,568.1,3.82,0.15,12.89,0.0492,5.271e+37
1277,58754.991775229006,567.9,3.79,0.12,7.95,0.0301,3.225e+37
1278,58754.9927758,564.2,1.34,0.14,22.19,0.0297,3.1829999999999996e+37
1279,58754.992775813,567.1,2.43,0.4,24.0,0.0583,6.243e+37
1280,58754.99368128,566.6,3.63,0.37,14.95,0.0543,5.809e+37
1281,58754.993681362,565.9,6.07,0.31,20.46,0.1242,1.329e+38
1282,58754.994496278,566.5,1.57,0.36,12.69,0.0199,2.1329999999999997e+37
1283,58754.995154626,564.9,3.13,0.13,13.5,0.0423,4.5229999999999995e+37
1284,58754.99604046901,568.9,2.37,0.02,9.96,0.0236,2.527e+37
1285,58754.996043103,567.9,7.02,0.069,7.46,0.0524,5.605999999999999e+37
1286,58754.997254039,566.7,3.28,0.4,18.78,0.0616,6.594e+37
1287,58754.99752868,566.4,4.1,0.15,11.45,0.0469,5.025e+37
1288,58755.000407219006,564.4,2.0,0.32,210.78,0.4216,4.513e+38
1289,58755.000407237996,566.4,1.8,0.35,213.84,0.3849,4.12e+38
1290,58755.000445434,565.7,4.82,0.14,8.52,0.0411,4.396e+37
1291,58755.00044590401,565.7,4.26,0.13,9.58,0.0408,4.368999999999999e+37
1292,58755.000548752,566.7,4.74,0.12,13.95,0.0661,7.078e+37
1293,58755.000548763,565.4,4.52,0.1,12.12,0.0548,5.864e+37
1294,58755.00386464901,568.1,4.74,0.11,4.552,0.0216,2.311e+37
1295,58755.00474065,561.9,6.03,0.2,4.651,0.028,2.9999999999999997e+37
1296,58755.006241824005,564.7,12.95,0.2,8.57,0.111,1.188e+38
1297,58755.00659241,565.7,3.45,0.1,10.29,0.0355,3.7999999999999994e+37
1298,58755.006875758,565.2,6.22,0.045,6.63,0.0412,4.415e+37
1299,58755.007868090994,565.2,3.38,0.1,15.12,0.0511,5.471e+37
1300,58755.008651717995,568.7,6.57,0.2,6.28,0.0413,4.416999999999999e+37
1301,58755.013064749,563.7,4.09,0.24,72.75,0.2975,3.185e+38
1302,58755.013617755,566.0,3.66,0.13,22.19,0.0812,8.694000000000001e+37
1303,58755.013617786,567.4,1.43,0.13,7.76,0.0111,1.188e+37
1304,58755.013887775,568.1,2.3,0.12,15.25,0.0351,3.755e+37
1305,58755.01394048901,568.5,4.39,0.3,5.118,0.0225,2.404e+37
1306,58755.014108161,567.2,4.61,0.04,9.66,0.0445,4.767e+37
1307,58755.014420925996,564.3,5.69,0.04,10.5,0.0597,6.396e+37
1308,58755.014421395,566.3,4.05,0.1,9.33,0.0378,4.045e+37
1309,58755.016778532,566.9,4.72,0.09,14.52,0.0685,7.336e+37
1310,58755.01758202,566.2,3.51,0.3,14.26,0.05,5.3579999999999995e+37
1311,58755.018422613,564.7,2.64,0.19,16.24,0.0429,4.59e+37
1312,58755.020525183,569.2,5.34,0.2,16.89,0.0902,9.654999999999999e+37
1313,58755.021036502,563.3,6.99,0.18,15.54,0.1086,1.163e+38
1314,58755.021082202,563.3,6.13,0.21,26.68,0.1636,1.7509999999999997e+38
1315,58755.021676912,570.0,3.94,0.1,12.39,0.0488,5.226e+37
1316,58755.021859377004,567.6,4.53,0.12,11.35,0.0514,5.504e+37
1317,58755.022140157,566.2,3.55,0.15,20.77,0.0737,7.892999999999999e+37
1318,58755.022909893,564.4,3.15,0.115,16.11,0.0508,5.432e+37
1319,58755.023399422,566.0,3.63,0.24,20.057,0.0728,7.7979999999999995e+37
1320,58755.023566549,568.1,4.64,0.31,16.713,0.0775,8.294e+37
1321,58755.885045687995,566.0,5.58,0.24,13.476,0.0751,8.044e+37
1322,58755.885112829004,565.9,5.23,0.18,11.747,0.0615,6.581e+37
1323,58755.885199843,565.0,7.7,0.23,5.333,0.0411,4.395e+37
1324,58755.887770632995,567.2,6.16,0.065,5.663,0.0349,3.7339999999999997e+37
1325,58755.887916349006,566.0,3.1,0.07,14.416,0.0446,4.778999999999999e+37
1326,58755.88934546,566.0,3.86,0.31,13.534,0.0523,5.597e+37
1327,58755.889551295,566.0,5.31,0.2,18.303,0.0973,1.0409999999999999e+38
1328,58755.892229271,566.0,3.68,0.45,218.013,0.8025,8.590999999999999e+38
1329,58755.89223817,565.7,2.77,0.3,9.78,0.0271,2.9e+37
1330,58755.892241124006,567.7,1.62,0.2,8.24,0.0134,1.429e+37
1331,58755.893744435,565.9,8.19,0.15,9.358,0.0766,8.204e+37
1332,58755.894470327,566.0,3.33,0.18,21.069,0.0701,7.503999999999999e+37
1333,58755.894632086,566.0,4.67,0.19,20.058,0.0936,1.002e+38
1334,58755.895460954,564.9,3.45,0.3,8.05,0.0278,2.973e+37
1335,58755.895540443,566.0,3.57,0.29,24.037,0.0859,9.189999999999999e+37
1336,58755.895963795,567.6,8.49,0.18,8.641,0.0733,7.849999999999999e+37
1337,58755.898783886,566.0,3.11,0.27,211.127,0.6567,7.03e+38
1338,58755.898816110996,568.5,8.32,0.1,8.674,0.0722,7.727e+37
1339,58755.899096592,562.8,8.33,0.19,5.003,0.0417,4.461e+37
1340,58755.899138835,564.5,3.98,0.09,3.867,0.0154,1.647e+37
1341,58756.843182037,566.0,2.6,0.22,25.396,0.066,7.064e+37
1342,58756.843306344,566.0,3.83,0.17,12.595,0.0482,5.158000000000001e+37
1343,58756.843764667996,566.0,4.12,0.3,35.519,0.1464,1.5669999999999998e+38
1344,58756.84507939599,569.8,6.45,0.21,4.175,0.0269,2.8849999999999994e+37
1345,58756.84697018,567.3,2.38,0.22,24.39,0.058,6.214e+37
1346,58756.84697114,566.8,4.37,0.2,8.76,0.0383,4.0979999999999995e+37
1347,58756.847036296,566.7,3.4,0.09,13.43,0.0457,4.888e+37
1348,58756.847394,566.2,2.92,0.27,24.67,0.072,7.711e+37
1349,58756.848295515,567.1,2.63,0.45,272.78,0.7174,7.68e+38
1350,58756.848730684,565.1,3.41,0.04,11.85,0.0404,4.325999999999999e+37
1351,58756.849107671,565.5,3.0,0.4,16.75,0.0503,5.378999999999999e+37
1352,58756.849107875,568.6,2.26,0.45,7.03,0.0159,1.701e+37
1353,58756.849736535,566.0,3.66,0.1,10.48,0.0384,4.1059999999999995e+37
1354,58756.850108749,566.4,3.68,0.45,15.35,0.0565,6.046999999999999e+37
1355,58756.850223937996,566.4,3.61,0.2,13.02,0.047,5.032e+37
1356,58756.850224192,565.7,3.91,0.2,19.05,0.0745,7.973999999999999e+37
1357,58756.850858274,565.9,2.41,0.45,241.91,0.583,6.241e+38
1358,58756.8508583,565.9,2.78,0.45,394.88,1.0978,1.175e+39
1359,58756.851647064,565.8,4.58,0.32,18.94,0.0867,9.285999999999999e+37
1360,58756.85164712,567.2,3.45,0.21,16.21,0.0559,5.987e+37
1361,58756.851651577,566.7,3.79,0.3,17.3,0.0656,7.018999999999999e+37
1362,58756.85165162,569.0,3.21,0.26,17.7,0.0568,6.082e+37
1363,58756.851702464,565.8,5.7,0.2,75.0,0.4275,4.576e+38
1364,58756.851702537,565.4,5.01,0.2,18.88,0.0946,1.0129999999999998e+38
1365,58756.852097829,566.4,2.36,0.06,25.13,0.0593,6.349e+37
1366,58756.852097863,565.3,2.1,0.15,25.85,0.0543,5.811e+37
1367,58756.852515302,567.4,2.05,0.08,25.47,0.0522,5.589e+37
1368,58756.852515310995,566.5,2.03,0.12,27.41,0.0556,5.956e+37
1369,58756.852784687995,566.2,7.03,0.08,10.68,0.0751,8.037e+37
1370,58756.85347552,567.8,2.73,0.2,16.33,0.0446,4.772e+37
1371,58756.853475558,569.1,6.02,0.2,5.35,0.0322,3.4479999999999996e+37
1372,58756.85502179,565.8,4.27,0.13,27.4,0.117,1.252e+38
1373,58756.855021840995,565.8,3.4,0.11,30.1,0.1023,1.0960000000000001e+38
1374,58756.855022585994,565.4,3.45,0.3,10.81,0.0373,3.992e+37
1375,58756.855152252996,566.0,4.9,0.15,12.39,0.0607,6.499e+37
1376,58756.856002153,565.3,1.94,0.17,31.46,0.061,6.533e+37
1377,58756.856005325,566.9,4.81,0.2,10.32,0.0496,5.314e+37
1378,58756.857136633,565.2,2.79,0.4,17.27,0.0482,5.158000000000001e+37
1379,58756.857136946,566.9,6.77,0.4,10.37,0.0702,7.514999999999999e+37
1380,58756.857326651,566.2,3.52,0.4,11.83,0.0416,4.458e+37
1381,58756.857327243,565.9,3.13,0.4,16.01,0.0501,5.363999999999999e+37
1382,58756.857545153,566.0,4.06,0.09,7.568,0.0307,3.29e+37
1383,58756.857986082,565.1,2.21,0.09,12.65,0.028,2.993e+37
1384,58756.85805697,566.2,6.0,0.3,26.09,0.1565,1.676e+38
1385,58756.858909660994,565.7,2.37,0.095,10.06,0.0238,2.552e+37
1386,58756.859256499,564.8,3.44,0.1,10.83,0.0373,3.988e+37
1387,58756.85927740901,564.9,4.31,0.1,10.63,0.0458,4.904e+37
1388,58756.859624335,564.6,2.7,0.21,23.61,0.0638,6.823999999999999e+37
1389,58756.859624392004,564.6,5.83,0.2,9.32,0.0543,5.817e+37
1390,58756.859753799006,564.1,5.95,0.2,3.934,0.0234,2.5059999999999997e+37
1391,58756.860198086,566.7,3.45,0.12,27.52,0.0949,1.016e+38
1392,58756.860655327,566.1,4.01,0.35,31.01,0.1244,1.331e+38
1393,58756.860655378,567.5,3.5,0.35,29.86,0.1045,1.119e+38
1394,58756.86084658,564.9,5.46,0.2,19.69,0.1075,1.151e+38
1395,58756.861050533,567.2,12.1,0.19,4.925,0.0596,6.378e+37
1396,58756.86169485401,566.0,2.68,0.21,19.26,0.0516,5.525e+37
1397,58756.861694897,566.0,8.47,0.21,9.45,0.08,8.568e+37
1398,58756.86237811099,568.3,6.3,0.45,21.02,0.1324,1.4179999999999999e+38
1399,58756.862378175996,568.3,4.45,0.45,12.72,0.0566,6.059e+37
1400,58756.862547257,566.1,3.37,0.4,16.25,0.0548,5.862e+37
1401,58756.86347407,566.1,2.52,0.4,18.38,0.0463,4.958e+37
1402,58756.8634741,567.1,2.4,0.1,9.58,0.023,2.4609999999999996e+37
1403,58756.863606656,564.4,2.66,0.1,21.31,0.0567,6.067999999999999e+37
1404,58756.863606659004,566.9,2.14,0.13,19.87,0.0425,4.551999999999999e+37
1405,58756.863643120996,565.1,2.17,0.2,27.55,0.0598,6.4e+37
1406,58756.863643162,568.7,2.2,0.2,26.66,0.0587,6.278999999999999e+37
1407,58756.863687515,564.8,4.24,0.3,20.16,0.0855,9.15e+37
1408,58756.863687565,569.1,4.62,0.3,8.68,0.0401,4.293e+37
1409,58756.863895521,566.3,3.01,0.3,10.25,0.0308,3.303e+37
1410,58756.863996714004,564.4,3.35,0.3,20.83,0.0698,7.47e+37
1411,58756.864037176,565.7,2.22,0.3,278.01,0.6172,6.607e+38
1412,58756.864037202,567.2,3.31,0.3,375.56,1.2431,1.3309999999999999e+39
1413,58756.864154482995,564.2,2.4,0.3,263.84,0.6332,6.7779999999999996e+38
1414,58756.86415451099,563.4,4.97,0.45,131.39,0.653,6.99e+38
1415,58756.864154515,563.6,2.31,0.07,51.33,0.1186,1.2689999999999999e+38
1416,58756.864392547,567.3,9.8,0.15,5.2,0.051,5.455e+37
1417,58756.86533019599,567.4,7.33,0.19,15.35,0.1125,1.204e+38
1418,58756.865881831,567.4,5.42,0.3,9.84,0.0533,5.708999999999999e+37
1419,58756.866601743,567.3,3.59,0.1,14.46,0.0519,5.557e+37
1420,58756.867284494,567.3,2.2,0.3,1.65,0.0036,3.8860000000000005e+36
1421,58756.86728546,567.4,2.05,0.3,591.29,1.2121,1.298e+39
1422,58756.867285509004,566.3,1.08,0.2,5.74,0.0062,6.636e+36
1423,58756.867610375,567.3,3.22,0.05,14.18,0.0457,4.888e+37
1424,58756.868795697,568.2,2.83,0.4,22.11,0.0626,6.698e+37
1425,58756.868795747,568.2,5.95,0.4,44.02,0.2619,2.8039999999999997e+38
